Id	AnswerId	Text0	CreationDate	Text
1051782	1051797	"jQuery $(this) vs this. <p>I am currently working through this tutorial: <a href=""http://docs.jquery.com/Tutorials:Getting_Started_with_jQuery"">Getting Started with jQuery</a></p> <p>For the two examples below:</p> <pre><code>$(""#orderedlist"").find(""li"").each(function (i) { $(this).append("" BAM! "" + i); }); $(""#reset"").click(function () { $(""form"").each(function () { this.reset(); }); }); </code></pre> <p>Notice in the first example, we use <code>$(this)</code> to append some text inside of each li element. In the second example we use ""this"" directly when resetting the form.</p> <p><code>$(this)</code> seems to be used a lot more often than <code>this</code>.</p> <p>My guess is in the first example, <code>$()</code> is converting each <code>li</code> element into a jQuery object which understands the <code>append()</code> function whereas in the second example <code>reset()</code> can be called directly on the form.</p> <p>Basically we need <code>$()</code> for special jQuery-only functions.</p> <p>Is this correct?</p>"	2009-06-27 00:18:37.370	"jquery $(this) vs this. i am currently working through this tutorial: getting started with jquery for the two examples below:  notice in the first example, we use $(this) to append some text inside of each li element. in the second example we use ""this"" directly when resetting the form. $(this) seems to be used a lot more often than this. my guess is in the first example, $() is converting each li element into a jquery object which understands the append() function whereas in the second example reset() can be called directly on the form. basically we need $() for special jquery-only functions. is this correct?"
572897	572996	"How does JavaScript .prototype work?. <p>I'm not that into dynamic programming languages, but I've written my fair share of JavaScript code. I never really got my head around this prototype-based programming, does any one know how this works? </p> <pre><code>var obj = new Object(); // not a functional object obj.prototype.test = function() { alert('Hello?'); }; // this is wrong! function MyObject() {} // a first class functional object MyObject.prototype.test = function() { alert('OK'); } // OK </code></pre> <p>I remember a lot discussion I had with people a while back (I'm not exactly sure what I'm doing) but as I understand it, there's no concept of a class. It's just an object, and instances of those objects are clones of the original, right?</p> <p>But what is the exact purpose of this <code>.prototype</code> property in JavaScript? How does it relate to instantiating objects?</p> <hr> <h3>Edit</h3> <p>These <a href=""http://ejohn.org/apps/learn/#64"">slides</a> really helped a lot to understand this topic.</p>"	2009-02-21 12:31:18.370	how does javascript .prototype work?. i'm not that into dynamic programming languages, but i've written my fair share of javascript code. i never really got my head around this prototype-based programming, does any one know how this works?   i remember a lot discussion i had with people a while back (i'm not exactly sure what i'm doing) but as i understand it, there's no concept of a class. it's just an object, and instances of those objects are clones of the original, right? but what is the exact purpose of this .prototype property in javascript? how does it relate to instantiating objects?  edit these slides really helped a lot to understand this topic.
1789945	1789952	How can I check if one string contains another substring?. <p>How can I check if one string contains another substring in JavaScript? Usually, I would expect a <code>String.contains()</code> method, but there doesn't seem to be one. What is a reasonable way to check for this?</p>	2009-11-24 13:04:29.157	how can i check if one string contains another substring?. how can i check if one string contains another substring in javascript? usually, i would expect a string.contains() method, but there doesn't seem to be one. what is a reasonable way to check for this?
1451009	1451043	"Javascript infamous Loop issue?. <p>I've got the following code snippet. </p> <pre><code>function addLinks () { for (var i=0, link; i&lt;5; i++) { link = document.createElement(""a""); link.innerHTML = ""Link "" + i; link.onclick = function () { alert(i); }; document.body.appendChild(link); } } </code></pre> <p>The above code is for generating 5 links and bind each link with an alert event to show the current link id. But It doesn't work. When you click the generated links they all say ""link 5"". </p> <p>But the following codes snippet works as our expectation.</p> <pre><code>function addLinks () { for (var i=0, link; i&lt;5; i++) { link = document.createElement(""a""); link.innerHTML = ""Link "" + i; link.onclick = function (num) { return function () { alert(num); }; }(i); document.body.appendChild(link); } } </code></pre> <p>The above 2 snippets are quoted from <a href=""http://robertnyman.com/2008/10/09/explaining-javascript-scope-and-closures/"">here</a>. As the author's explanation, seems the <strong>closure</strong> makes the magic.</p> <p>But how it works and How <strong>closure</strong> makes it work are all beyond my understanding. Why the first one doesn't work while the second one works? Can anyone give a detailed explanation about the magic? </p> <p>thanks.</p>"	2009-09-20 13:21:54.290	"javascript infamous loop issue?. i've got the following code snippet.   the above code is for generating 5 links and bind each link with an alert event to show the current link id. but it doesn't work. when you click the generated links they all say ""link 5"".  but the following codes snippet works as our expectation.  the above 2 snippets are quoted from here. as the author's explanation, seems the closure makes the magic. but how it works and how closure makes it work are all beyond my understanding. why the first one doesn't work while the second one works? can anyone give a detailed explanation about the magic?  thanks."
805107	805113	"Creating multiline strings in JavaScript. <p>I have the following code in Ruby. I want to convert this code into JavaScript. what's the equivalent code in JS?</p> <pre><code>text = &lt;&lt;""HERE"" This Is A Multiline String HERE </code></pre>"	2009-04-30 02:11:55.560	creating multiline strings in javascript. i have the following code in ruby. i want to convert this code into javascript. what's the equivalent code in js? 
784929	784946	What is the !! (not not) operator in JavaScript?. <p>I saw some code that seems to use an operator I don't recognize, in the form of two exclamation points, like so: <code>!!</code>. Can someone please tell me what this operator does?</p> <p>The context in which I saw this was,</p> <pre><code>this.vertical = vertical !== undefined ? !!vertical : this.vertical; </code></pre>	2009-04-24 08:13:58.470	what is the !! (not not) operator in javascript?. i saw some code that seems to use an operator i don't recognize, in the form of two exclamation points, like so: !!. can someone please tell me what this operator does? the context in which i saw this was, 
1026069	1026087	Capitalize the first letter of string in JavaScript. <p>How do I capitalize the first character of a string, but not change the case of any of the other letters?</p> <p>For example:</p> <ul> <li>this is a test -> This is a test</li> <li>the Eiffel Tower -> The Eiffel Tower</li> <li>/index.html -> /index.html</li> </ul>	2009-06-22 08:25:31.840	capitalize the first letter of string in javascript. how do i capitalize the first character of a string, but not change the case of any of the other letters? for example:  this is a test -> this is a test the eiffel tower -> the eiffel tower /index.html -> /index.html 
1129216	1129270	Sort array of objects by string property value in JavaScript. <p>I have an array of JavaScript objects:</p> <pre><code>var objs = [ { first_nom: 'Lazslo', last_nom: 'Jamf' }, { first_nom: 'Pig', last_nom: 'Bodine' }, { first_nom: 'Pirate', last_nom: 'Prentice' } ]; </code></pre> <p>How can I sort them by the value of <code>last_nom</code> in JavaScript?</p> <p>I know about <code>sort(a,b)</code>, but that only seems to work on strings and numbers. Do I need to add a toString method to my objects?</p>	2009-07-15 03:17:47.440	sort array of objects by string property value in javascript. i have an array of javascript objects:  how can i sort them by the value of last_nom in javascript? i know about sort(a,b), but that only seems to work on strings and numbers. do i need to add a tostring method to my objects?
1646698	3658673	What is the 'new' keyword in JavaScript?. <p>The <code>new</code> keyword in JavaScript can be quite confusing when it is first encountered, as people tend to think that JavaScript is not an object-oriented programming language.</p> <ul> <li>What is it?</li> <li>What problems does it solve?</li> <li>When is it appropriate and when not?</li> </ul>	2009-10-29 21:32:45.197	what is the 'new' keyword in javascript?. the new keyword in javascript can be quite confusing when it is first encountered, as people tend to think that javascript is not an object-oriented programming language.  what is it? what problems does it solve? when is it appropriate and when not? 
824349	3354511	"Modify the URL without reloading the page. <p>Is there any way I can modify the URL of the current page without reloading the page?</p> <p>I would like to access the portion <strong>before</strong> the # hash if possible.</p> <p>I only need to change the portion <strong>after</strong> the domain, so its not like I'm violating cross-domain policies.</p> <pre><code> window.location.href = ""www.mysite.com/page2.php""; // sadly this reloads </code></pre>"	2009-05-05 10:54:05.763	modify the url without reloading the page. is there any way i can modify the url of the current page without reloading the page? i would like to access the portion before the # hash if possible. i only need to change the portion after the domain, so its not like i'm violating cross-domain policies. 
1056728	1056730	"Where can I find documentation on formatting a date in JavaScript?. <p>I noticed that JavaScript's <code>new Date()</code> function is very smart in accepting dates in several formats.</p> <pre><code>Xmas95 = new Date(""25 Dec, 1995 23:15:00"") Xmas95 = new Date(""2009 06 12,12:52:39"") Xmas95 = new Date(""20 09 2006,12:52:39"") </code></pre> <p>I could not find documentation anywhere showing all the valid string formats while calling <code>new Date()</code> function.</p> <p>This is for converting a string to a date. If we look at the opposite side, that is, converting a date object to a string, until now I was under the impression that JavaScript doesn't have a built-in API to format a date object into a string.</p> <blockquote> <p><strong>Editor's note:</strong> The following approach is the asker's attempt that worked on a particular browser but does <em>not</em> work in general; <strong>see the answers on this page</strong> to see some actual solutions.</p> </blockquote> <p>Today, I played with the <code>toString()</code> method on the date object and surprisingly it serves the purpose of formatting date to strings.</p> <pre><code>var d1 = new Date(); d1.toString('yyyy-MM-dd'); //Returns ""2009-06-29"" in Internet Explorer, but not Firefox or Chrome d1.toString('dddd, MMMM ,yyyy') //Returns ""Monday, June 29,2009"" in Internet Explorer, but not Firefox or Chrome </code></pre> <p>Also here I couldn't find any documentation on all the ways we can format the date object into a string.</p> <p>Where is the documentation which lists the format specifiers supported by the <code>Date()</code> object?</p>"	2009-06-29 05:44:03.863	where can i find documentation on formatting a date in javascript?. i noticed that javascript's new date() function is very smart in accepting dates in several formats.  i could not find documentation anywhere showing all the valid string formats while calling new date() function. this is for converting a string to a date. if we look at the opposite side, that is, converting a date object to a string, until now i was under the impression that javascript doesn't have a built-in api to format a date object into a string.  editor's note: the following approach is the asker's attempt that worked on a particular browser but does not work in general; see the answers on this page to see some actual solutions.  today, i played with the tostring() method on the date object and surprisingly it serves the purpose of formatting date to strings.  also here i couldn't find any documentation on all the ways we can format the date object into a string. where is the documentation which lists the format specifiers supported by the date() object?
2320069	2320097	"jQuery Ajax File Upload. <p>Can I use the following jQuery code to perform file upload using post method of an Ajax request ?</p> <pre><code>$.ajax({ type: ""POST"", timeout: 50000, url: url, data: dataString, success: function (data) { alert('success'); return false; } }); </code></pre> <p>If it is possible, do I need to fill ""data"" part? Is it the correct way? I only post the file to the server side.</p> <p>I have been Googling around, but what I found was a plugin while in my plan I do not want to use it. At least for the moment.</p>"	2010-02-23 16:58:24.800	"jquery ajax file upload. can i use the following jquery code to perform file upload using post method of an ajax request ?  if it is possible, do i need to fill ""data"" part? is it the correct way? i only post the file to the server side. i have been googling around, but what i found was a plugin while in my plan i do not want to use it. at least for the moment."
518000	3638034	Is JavaScript a pass-by-reference or pass-by-value language?. <p>The primitive types (Number, String, etc.) are passed by value, but Objects are unknown, because they can be both passed-by-value (in case we consider that a variable holding an object is in fact a reference to the object) and passed-by-reference (when we consider that the variable to the object holds the object itself).</p> <p>Although it doesn't really matter at the end, I want to know what is the correct way to present the arguments passing conventions. Is there an excerpt from JavaScript specification, which defines what should be the semantics regarding this?</p>	2009-02-05 21:23:56.303	is javascript a pass-by-reference or pass-by-value language?. the primitive types (number, string, etc.) are passed by value, but objects are unknown, because they can be both passed-by-value (in case we consider that a variable holding an object is in fact a reference to the object) and passed-by-reference (when we consider that the variable to the object holds the object itself). although it doesn't really matter at the end, i want to know what is the correct way to present the arguments passing conventions. is there an excerpt from javascript specification, which defines what should be the semantics regarding this?
610406	610415	"JavaScript equivalent to printf/string.format. <p>I'm looking for a good JavaScript equivalent of the C/PHP <code>printf()</code> or for C#/Java programmers, <code>String.Format()</code> (<code>IFormatProvider</code> for .NET).</p> <p>My basic requirement is a thousand separator format for numbers for now, but something that handles lots of combinations (including dates) would be good.</p> <p>I realize Microsoft's <a href=""http://en.wikipedia.org/wiki/Ajax_%28programming%29"">Ajax</a> library provides a version of <code>String.Format()</code>, but we don't want the entire overhead of that framework.</p>"	2009-03-04 12:53:02.017	javascript equivalent to printf/string.format. i'm looking for a good javascript equivalent of the c/php printf() or for c#/java programmers, string.format() (iformatprovider for .net). my basic requirement is a thousand separator format for numbers for now, but something that handles lots of combinations (including dates) would be good. i realize microsoft's ajax library provides a version of string.format(), but we don't want the entire overhead of that framework.
2846283	2846298	"What are the rules for JavaScript's automatic semicolon insertion (ASI)?. <p>Well, first I should probably ask if this is browser dependent.</p> <p>I've read that if an invalid token is found, but the section of code is valid until that invalid token, a semicolon is inserted before the token if it is preceded by a line break.<br> However, the common example cited for bugs caused by semicolon insertion is:</p> <pre><code>return _a+b; </code></pre> <p>which doesn't seem to follow this rule, since _a would be a valid token. On the other hand, breaking up call chains works as expected:</p> <pre><code>$('#myButton') .click(function(){alert(""Hello!"")}); </code></pre> <p>Does anyone have a more in-depth description of the rules?</p>"	2010-05-17 02:06:22.073	what are the rules for javascript's automatic semicolon insertion (asi)?. well, first i should probably ask if this is browser dependent. i've read that if an invalid token is found, but the section of code is valid until that invalid token, a semicolon is inserted before the token if it is preceded by a line break. however, the common example cited for bugs caused by semicolon insertion is:  which doesn't seem to follow this rule, since _a would be a valid token. on the other hand, breaking up call chains works as expected:  does anyone have a more in-depth description of the rules?
2421911	2421949	What is the purpose of wrapping whole Javascript files in anonymous functions like “(function(){ … })()”?. <p>I have been reading a lot of Javascript lately and I have been noticing that the whole file is wrapped like the following in the .js files to be imported.</p> <pre><code>(function() { ... code ... })(); </code></pre> <p>What is the reason for doing this rather than a simple set of constructor functions?</p>	2010-03-11 01:20:01.773	what is the purpose of wrapping whole javascript files in anonymous functions like “(function(){ … })()”?. i have been reading a lot of javascript lately and i have been noticing that the whole file is wrapped like the following in the .js files to be imported.  what is the reason for doing this rather than a simple set of constructor functions?
1917576	1917626	"How to pass JavaScript variables to PHP?. <p>I want to pass JavaScript variables to PHP using a hidden input in a form. </p> <p>But I can't get the value of <code>$_POST['hidden1']</code> into <code>$salarieid</code>. Is there something wrong? </p> <p>Here is the code: </p> <pre><code>&lt;script type=""text/javascript""&gt; // view which the user has chosen function func_load3(name){ var oForm = document.forms[""myform""]; var oSelectBox = oForm.select3; var iChoice = oSelectBox.selectedIndex; //alert(""you have choosen: "" + oSelectBox.options[iChoice].text ); //document.write(oSelectBox.options[iChoice].text); var sa = oSelectBox.options[iChoice].text; document.getElementById(""hidden1"").value = sa; } &lt;/script&gt; &lt;form name=""myform"" action=""&lt;?php echo $_SERVER['$PHP_SELF']; ?&gt;"" method=""POST""&gt; &lt;input type=""hidden"" name=""hidden1"" id=""hidden1"" /&gt; &lt;/form&gt; &lt;?php $salarieid = $_POST['hidden1']; $query = ""select * from salarie where salarieid = "".$salarieid; echo $query; $result = mysql_query($query); ?&gt; &lt;table&gt; code for display the query result. &lt;/table&gt; </code></pre> <p>Thanks for your advice. </p>"	2009-12-16 20:46:04.607	how to pass javascript variables to php?. i want to pass javascript variables to php using a hidden input in a form.  but i can't get the value of $_post['hidden1'] into $salarieid. is there something wrong?  here is the code:   thanks for your advice. 
1726630	1726662	Formatting a number with exactly two decimals in JavaScript. <p>I have this line of code which rounds my numbers to two decimal places. But I get numbers like this: 10.8, 2.4, etc. These are not my idea of two decimal places so how I can improve the following?</p> <pre><code>Math.round(price*Math.pow(10,2))/Math.pow(10,2); </code></pre> <p>I want numbers like 10.80, 2.40, etc. Use of jQuery is fine with me.</p>	2009-11-13 01:46:18.047	formatting a number with exactly two decimals in javascript. i have this line of code which rounds my numbers to two decimal places. but i get numbers like this: 10.8, 2.4, etc. these are not my idea of two decimal places so how i can improve the following?  i want numbers like 10.80, 2.40, etc. use of jquery is fine with me.
1634268	1634321	Explain JavaScript's encapsulated anonymous function syntax. <h2>Summary</h2> <p>Can you explain the reasoning behind the syntax for encapsulated anonymous functions in JavaScript? Why does this work: <code>(function(){})();</code> but this doesn't: <code>function(){}();</code>?</p> <p><hr /></p> <h2>What I know</h2> <p>In JavaScript, one creates a named function like this:</p> <pre><code>function twoPlusTwo(){ alert(2 + 2); } twoPlusTwo(); </code></pre> <p>You can also create an anonymous function and assign it to a variable:</p> <pre><code>var twoPlusTwo = function(){ alert(2 + 2); }; twoPlusTwo(); </code></pre> <p>You can encapsulate a block of code by creating an anonymous function, then wrapping it in brackets and executing it immediately:</p> <pre><code>(function(){ alert(2 + 2); })(); </code></pre> <p>This is useful when creating modularised scripts, to avoid cluttering up the current scope, or global scope, with potentially conflicting variables - as in the case of Greasemonkey scripts, jQuery plugins, etc.</p> <p>Now, I understand why this works. The brackets enclose the contents and expose only the outcome (I'm sure there's a better way to describe that), such as with <code>(2 + 2) === 4</code>.</p> <p><hr /></p> <h2>What I don't understand</h2> <p>But I don't understand why this does not work equally as well:</p> <pre><code>function(){ alert(2 + 2); }(); </code></pre> <p>Can you explain that to me?</p>	2009-10-27 23:23:11.447	explain javascript's encapsulated anonymous function syntax. summary can you explain the reasoning behind the syntax for encapsulated anonymous functions in javascript? why does this work: (function(){})(); but this doesn't: function(){}();?  what i know in javascript, one creates a named function like this:  you can also create an anonymous function and assign it to a variable:  you can encapsulate a block of code by creating an anonymous function, then wrapping it in brackets and executing it immediately:  this is useful when creating modularised scripts, to avoid cluttering up the current scope, or global scope, with potentially conflicting variables - as in the case of greasemonkey scripts, jquery plugins, etc. now, i understand why this works. the brackets enclose the contents and expose only the outcome (i'm sure there's a better way to describe that), such as with (2 + 2) === 4.  what i don't understand but i don't understand why this does not work equally as well:  can you explain that to me?
1359018	9331127	"In jQuery, how to attach events to dynamic html elements?. <p>Suppose I have some jQuery code that attaches an event handler to all elements with class ""myclass"". For example:</p> <pre><code>$(function(){ $("".myclass"").click( function() { // do something }); }); </code></pre> <p>And my html might be as follows:</p> <pre><code>&lt;a class=""myclass"" href=""#""&gt;test1&lt;/a&gt; &lt;a class=""myclass"" href=""#""&gt;test2&lt;/a&gt; &lt;a class=""myclass"" href=""#""&gt;test3&lt;/a&gt; </code></pre> <p>That works with no problem. However, consider if the ""myclass"" elements were written to the page at some future time.</p> <p>For example:</p> <pre><code>&lt;a id=""anchor1"" href=""#""&gt;create link dynamically&lt;/a&gt; &lt;script type=""text/javascript""&gt; $(function(){ $(""#anchor1"").click( function() { $(""#anchor1"").append('&lt;a class=""myclass"" href=""#""&gt;test4&lt;/a&gt;'); }); }); &lt;/script&gt; </code></pre> <p>In this case, the ""test4"" link is created when a user clicks on a#anchor1.</p> <p>The ""test4"" link does not have the click() handler associated with it, even though it has class=""myclass"".</p> <p>Any idea how I can fix this? </p> <p>Basically, I would like to write the click() handler once and have it apply to both content present at page load, and content brought in later via Ajax/DHTML.</p>"	2009-08-31 19:29:03.347	"in jquery, how to attach events to dynamic html elements?. suppose i have some jquery code that attaches an event handler to all elements with class ""myclass"". for example:  and my html might be as follows:  that works with no problem. however, consider if the ""myclass"" elements were written to the page at some future time. for example:  in this case, the ""test4"" link is created when a user clicks on a#anchor1. the ""test4"" link does not have the click() handler associated with it, even though it has class=""myclass"". any idea how i can fix this?  basically, i would like to write the click() handler once and have it apply to both content present at page load, and content brought in later via ajax/dhtml."
2067472	2067584	"What is JSONP all about?. <p>I understand JSON, but not JSONP. <a href=""http://en.wikipedia.org/wiki/JSON"">Wikipedia's document on JSON</a> is (was) the top search result for JSONP. It says this:</p> <blockquote> <p>JSONP or ""JSON with padding"" is a JSON extension wherein a prefix is specified as an input argument of the call itself.</p> </blockquote> <p>Huh? What call? That doesn't make any sense to me. JSON is a data format. There's no call.</p> <p>The <a href=""http://remysharp.com/2007/10/08/what-is-jsonp/"">2nd search result</a> is from some guy named <a href=""http://stackoverflow.com/users/22617/remy-sharp"">Remy</a>, who writes this about JSONP:</p> <blockquote> <p>JSONP is script tag injection, passing the response from the server in to a user specified function.</p> </blockquote> <p>I can sort of understand that, but it's still not making any sense.</p> <hr> <p>So what is JSONP? Why was it created (what problem does it solve)? And why would I use it? </p> <hr> <p><strong>Addendum</strong>: I've just created <a href=""http://en.wikipedia.org/wiki/JSONP"">a new page for JSONP</a> on Wikipedia; it now has a clear and thorough description of JSONP, based on <a href=""http://stackoverflow.com/users/25330/jvenema"">jvenema</a>'s answer.</p>"	2010-01-14 20:53:48.287	"what is jsonp all about?. i understand json, but not jsonp. wikipedia's document on json is (was) the top search result for jsonp. it says this:  jsonp or ""json with padding"" is a json extension wherein a prefix is specified as an input argument of the call itself.  huh? what call? that doesn't make any sense to me. json is a data format. there's no call. the 2nd search result is from some guy named remy, who writes this about jsonp:  jsonp is script tag injection, passing the response from the server in to a user specified function.  i can sort of understand that, but it's still not making any sense.  so what is jsonp? why was it created (what problem does it solve)? and why would i use it?   addendum: i've just created a new page for jsonp on wikipedia; it now has a clear and thorough description of jsonp, based on jvenema's answer."
1458633	3439981	How to deal with floating point number precision in JavaScript?. <p>I have the following dummy test script:</p> <pre><code>function test(){ var x = 0.1 * 0.2; document.write(x); } test(); </code></pre> <p>This will print the result <code>0.020000000000000004</code> while it should just print <code>0.02</code> (if you use your calculator). As far as I understood this is due to errors in the floating point multiplication precision.</p> <p>Does anyone have a good solution so that in such case I get the correct result <code>0.02</code>? I know there are functions like <code>toFixed</code> or rounding would be another possibility, but I'd like is to really have the whole number printed without any cutting and rounding. Just wanted to know whether one of you has some nice, elegant solution.</p> <p>Of course, otherwise I'll round to some 10 digits or so.</p>	2009-09-22 07:34:42.487	how to deal with floating point number precision in javascript?. i have the following dummy test script:  this will print the result 0.020000000000000004 while it should just print 0.02 (if you use your calculator). as far as i understood this is due to errors in the floating point multiplication precision. does anyone have a good solution so that in such case i get the correct result 0.02? i know there are functions like tofixed or rounding would be another possibility, but i'd like is to really have the whole number printed without any cutting and rounding. just wanted to know whether one of you has some nice, elegant solution. of course, otherwise i'll round to some 10 digits or so.
1359469	1359507	"'innerText' works in IE, but not in Firefox. <p>I have some JavaScript code that works in IE containing the following:</p> <pre><code>myElement.innerText = ""foo""; </code></pre> <p>However, it seems that the 'innerText' property does not work in Firefox. Is there some Firefox equivalent? Or is there a more generic, cross browser property that can be used?</p>"	2009-08-31 21:17:44.857	'innertext' works in ie, but not in firefox. i have some javascript code that works in ie containing the following:  however, it seems that the 'innertext' property does not work in firefox. is there some firefox equivalent? or is there a more generic, cross browser property that can be used?
1267283	1267338	"How can I create a Zerofilled value using JavaScript?. <p>What is the recommended way to zerofill a value in JavaScript? I imagine I could build a custom function to pad zeros on to a typecasted value, but I'm wondering if there is a more direct way to do this?</p> <p><strong>Note:</strong> By ""zerofilled"" I mean it in the database sense of the word (where a 6-digit zerofilled representation of the number 5 would be ""000005"").</p>"	2009-08-12 16:33:36.020	"how can i create a zerofilled value using javascript?. what is the recommended way to zerofill a value in javascript? i imagine i could build a custom function to pad zeros on to a typecasted value, but i'm wondering if there is a more direct way to do this? note: by ""zerofilled"" i mean it in the database sense of the word (where a 6-digit zerofilled representation of the number 5 would be ""000005"")."
3514784	3540295	What is the best way to detect a mobile device in jQuery?. <p>Is there a solid way to detect whether or not a user is using a mobile device in jQuery? Something similar to the CSS @media attribute? I would like to run a different script if the browser is on a handheld device.</p> <p>The jQuery <code>$.browser</code> function is not what I am looking for.</p>	2010-08-18 17:22:22.040	what is the best way to detect a mobile device in jquery?. is there a solid way to detect whether or not a user is using a mobile device in jquery? something similar to the css @media attribute? i would like to run a different script if the browser is on a handheld device. the jquery $.browser function is not what i am looking for.
1661197	9337047	"What characters are valid for JavaScript variable names?. <p>Can anyone point me to a Web page detailing the characters that can be used for naming a JavaScript variable?</p> <p>I want to create a small ""extension library"" for my non-JavaScript users here at work (who all seem to be squeamish when it comes to the language). I love how jQuery and Prototype have both use the <code>$</code> dollar sign, and since I use jQuery, I'm looking for another nice single-character symbol to use. </p> <p>I realize that I could just test out a number of characters, but I'm posing this question to the many JavaScript sensei of the world for advice about what characters (even if valid) would be a bad idea to use (in consideration of future integration with another popular library, perhaps).</p>"	2009-11-02 13:04:29.420	"what characters are valid for javascript variable names?. can anyone point me to a web page detailing the characters that can be used for naming a javascript variable? i want to create a small ""extension library"" for my non-javascript users here at work (who all seem to be squeamish when it comes to the language). i love how jquery and prototype have both use the $ dollar sign, and since i use jquery, i'm looking for another nice single-character symbol to use.  i realize that i could just test out a number of characters, but i'm posing this question to the many javascript sensei of the world for advice about what characters (even if valid) would be a bad idea to use (in consideration of future integration with another popular library, perhaps)."
2631001	2631198	javascript test for existence of nested object key. <p>If I have a reference to an object - </p> <pre><code>var test = {}; </code></pre> <p>that will potentially (but not immediately) have nested objects, something like - </p> <pre><code>{ level1:{level2:{level3:'level3'}} }; </code></pre> <p>what is the best way to test for the existence of keys in the most deeply nested objects?</p> <p>This - </p> <pre><code>alert(test.level1); </code></pre> <p>returns 'undefined', but this - </p> <pre><code>alert(test.level1.level2.level3); </code></pre> <p>fails.</p> <p>I'm currently doing something like this - </p> <pre><code>if(test.level1 &amp;&amp; test.level1.level2 &amp;&amp; test.level1.level2.level3) { alert(test.level1.level2.level3); } </code></pre> <p>but I was wondering if there's a better way.</p>	2010-04-13 15:47:06.980	javascript test for existence of nested object key. if i have a reference to an object -   that will potentially (but not immediately) have nested objects, something like -   what is the best way to test for the existence of keys in the most deeply nested objects? this -   returns 'undefined', but this -   fails. i'm currently doing something like this -   but i was wondering if there's a better way.
728360	728694	Most elegant way to clone a JavaScript object. <p>I have an object <code>x</code>. I'd like to copy it as object <code>y</code>, such that changes to <code>y</code> do not modify <code>x</code>.</p> <p>What's the most elegant way of doing this in JavaScript?</p> <p><strong>Edit:</strong> </p> <p>I realized that copying objects derived from built-in JavaScript objects will result in extra, unwanted properties. This isn't a problem, since I'm copying one of my own, literal-constructed objects.</p>	2009-04-08 03:01:06.323	most elegant way to clone a javascript object. i have an object x. i'd like to copy it as object y, such that changes to y do not modify x. what's the most elegant way of doing this in javascript? edit:  i realized that copying objects derived from built-in javascript objects will result in extra, unwanted properties. this isn't a problem, since i'm copying one of my own, literal-constructed objects.
1566595	1566644	Can I use multiple versions of jQuery on the same page?. <p>A project I'm working on requires the use of jQuery on customers' Web pages. Customers will insert a chunk of code that we'll supply which includes a few <code>&lt;script&gt;</code> elements that build a widget in a <code>&lt;script&gt;</code>-created <code>&lt;iframe&gt;</code>. If they aren't already using the latest version of jQuery, this will also include (most likely) a <code>&lt;script&gt;</code> for Google's hosted version of jQuery.</p> <p>The problem is that some customers may already have an older version of jQuery installed. While this may work if it's at least a fairly recent version, our code does rely on some recently introduced functionality in the jQuery library, so there are bound to be instances when a customer's jQuery version is just too old. We can't require that they upgrade to the latest version of jQuery.</p> <p>Is there any way to load a newer version of jQuery to use only within the context of our code, that will not interfere with, or affect, any code on the customer's page? Ideally, maybe we could check for the presence of jQuery, detect the version, and if it's too old, then somehow load the most recent version just to use for our code.</p> <p>I had the idea of loading jQuery in an <code>&lt;iframe&gt;</code> in the customer's domain that also includes our <code>&lt;script&gt;</code>, which seems like it might be feasible, but I'm hoping there's a more elegant way to do it (not to mention without the performance and complexity penalties of extra <code>&lt;iframe&gt;</code>s).</p>	2009-10-14 14:22:48.233	can i use multiple versions of jquery on the same page?. a project i'm working on requires the use of jquery on customers' web pages. customers will insert a chunk of code that we'll supply which includes a few &lt;script&gt; elements that build a widget in a &lt;script&gt;-created &lt;iframe&gt;. if they aren't already using the latest version of jquery, this will also include (most likely) a &lt;script&gt; for google's hosted version of jquery. the problem is that some customers may already have an older version of jquery installed. while this may work if it's at least a fairly recent version, our code does rely on some recently introduced functionality in the jquery library, so there are bound to be instances when a customer's jquery version is just too old. we can't require that they upgrade to the latest version of jquery. is there any way to load a newer version of jquery to use only within the context of our code, that will not interfere with, or affect, any code on the customer's page? ideally, maybe we could check for the presence of jquery, detect the version, and if it's too old, then somehow load the most recent version just to use for our code. i had the idea of loading jquery in an &lt;iframe&gt; in the customer's domain that also includes our &lt;script&gt;, which seems like it might be feasible, but i'm hoping there's a more elegant way to do it (not to mention without the performance and complexity penalties of extra &lt;iframe&gt;s).
1433212	1433217	"Replace method doesn't work. <p>I want to replace the smart quotes like <code>‘</code>, <code>’</code>, <code>“</code> and <code>”</code> to regular quotes. Also, I wanted to replace the <code>©</code>, <code>®</code> and <code>™</code>. I used the following code. But it doesn't help. Kindly help me to resolve this issue.</p> <pre><code>str.replace(/[“”]/g, '""'); str.replace(/[‘’]/g, ""'""); </code></pre>"	2009-09-16 14:10:03.470	replace method doesn't work. i want to replace the smart quotes like ‘, ’, “ and ” to regular quotes. also, i wanted to replace the ©, ® and ™. i used the following code. but it doesn't help. kindly help me to resolve this issue. 
